speaker_model,speaker_loss,listener_loss,context_type,i_iter,round_num,target,context,caption,scores,num_words,learning_rate,num_steps,targetScore
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",,[[-4.657447   -4.132594   -0.06632328 -3.253469  ]],2,0.0005,6,-0.06632328
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",street,[[-4.5444827  -0.05272615 -3.2222216  -7.049035  ]],3,0.0005,6,-0.052726146
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",street sign,[[-0.06136751 -4.4589853  -7.624041   -3.047872  ]],4,0.0005,6,-0.06136751
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",stop sign,[[ -2.1956208  -10.459934    -3.9501383   -0.13991761]],4,0.0005,6,-0.13991761
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",street,[[-3.296552   -0.10282072 -2.932731   -4.899634  ]],3,0.0005,6,-0.102820724
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",stop sign,[[-3.351396   -8.576212   -6.3513255  -0.03766906]],4,0.0005,6,-0.037669063
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",street sign,[[-0.0671317 -6.880505  -7.8383603 -2.7566206]],4,0.0005,6,-0.0671317
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",,[[-4.3334556  -2.3389974  -0.12405169 -4.944933  ]],2,0.0005,6,-0.12405169
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there is a stop sign on the side of the road .,[[-1.2871151  -3.2397442  -1.623457   -0.71837425]],14,0.0005,6,-0.71837425
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there is a stop sign on the side of the road,[[-1.8466282  -4.246225   -2.1085534  -0.34743214]],13,0.0005,6,-4.246225
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",a stop sign,[[-1.5640054  -0.74056005 -1.801672   -1.9049201 ]],5,0.0005,6,-1.5640054
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-0.40024817 -2.2107868  -2.8107462  -1.8321325 ]],3,0.0005,6,-2.8107462
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-2.2703032  -2.2062478  -0.42476505 -2.0197954 ]],3,0.0005,6,-2.2703032
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-0.7332252 -1.7959884 -1.2142605 -2.869101 ]],3,0.0005,6,-2.869101
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-1.1950582 -2.2338433 -1.2641386 -1.1785806]],3,0.0005,6,-1.2641386
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-3.350243   -5.635868   -0.40930516 -1.2131982 ]],3,0.0005,6,-5.635868
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-1.4197379 -1.4388677 -1.310238  -1.3812248]],3,0.0005,6,-1.3812248
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-4.463796   -3.6974304  -0.7512625  -0.70943147]],3,0.0005,6,-3.6974304
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-1.6170341 -1.3340741 -1.311329  -1.3143464]],3,0.0005,6,-1.6170341
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-1.2897198 -1.4055779 -1.4202139 -1.436475 ]],3,0.0005,6,-1.4202139
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-1.8937176 -2.3603487 -0.9225539 -1.0283431]],3,0.0005,6,-2.3603487
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-3.345381  -1.0827773 -1.070638  -1.2612145]],3,0.0005,6,-3.345381
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",a stop sign on the side of the road,[[-0.20318365 -2.9494176  -3.7399745  -2.2279725 ]],11,0.0005,6,-2.2279725
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-1.3597355 -1.366045  -1.3562737 -1.4673376]],3,0.0005,6,-1.3562737
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there is a stop sign on the side of the street sign .,[[-1.6297455 -5.298847  -2.425415  -0.341671 ]],15,0.0005,6,-0.341671
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there is a stop sign on the side of the road,[[-1.3835597 -3.3768935 -1.4359069 -0.7396889]],13,0.0005,6,-1.4359069
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there,[[-2.2603102 -1.8762884 -0.7723694 -1.2707996]],3,0.0005,6,-1.8762884
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there,[[-2.8544946  -0.13078117 -3.0041442  -4.171823  ]],3,0.0005,6,-2.8544946
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there,[[-0.82300264 -0.9672392  -2.3898232  -2.4178617 ]],3,0.0005,6,-0.9672392
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-1.9078279 -3.3316846 -0.5865588 -1.3485103]],3,0.0005,6,-0.5865588
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign on the side of the street sign,[[ -4.5311303  -10.553871    -4.5053935   -0.02208614]],10,0.0005,6,-0.022086143
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there,[[-1.3711722  -0.39312574 -2.9393666  -3.998255  ]],3,0.0005,6,-1.3711722
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign on the side of the street sign,[[-8.7381964e+00 -1.2796168e+01 -7.2286949e+00 -8.8906288e-04]],10,0.0005,6,-0.0008890629
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there,[[-0.8737738 -0.8397982 -2.0012314 -4.15664  ]],3,0.0005,6,-0.8737738
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign on the side of the road,[[-4.672655   -5.1332464  -0.5454066  -0.90349984]],9,0.0005,6,-0.5454066
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",cars driving down the road,[[-5.89395    -4.4815717  -0.01752472 -5.713739  ]],7,0.0005,6,-4.4815717
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",the street sign,[[-2.8628716  -5.4070377  -2.0204291  -0.21590471]],5,0.0005,6,-0.21590471
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",sign,[[-7.3874054  -7.755453   -3.7320957  -0.02530754]],3,0.0005,6,-3.7320957
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",cars,[[-3.120695  -0.0494523 -5.7352014 -7.0212235]],3,0.0005,6,-0.049452305
S1,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,1,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000295809.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000288824.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000549943.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000390368.jpg']",there,[[-0.01275806 -4.440238   -7.360824   -8.300957  ]],3,0.0005,6,-0.012758061
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,2,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg']",a train that is sitting on the tracks .,[[-1.4158397 -1.6651044 -1.0635047 -1.5011954]],11,0.0005,6,-1.0635047
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,2,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg']",a close up of a train on the tracks,[[-1.2765274 -1.4536438 -1.7789001 -1.1442738]],11,0.0005,6,-1.1442738
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,2,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg']",a train that is sitting on the tracks,[[-1.2836368 -1.4009874 -1.3895681 -1.4808886]],10,0.0005,6,-1.2836368
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,2,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg']",a train on the tracks,[[-0.68006706 -1.3642879  -2.7219667  -1.7596273 ]],7,0.0005,6,-1.3642879
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,2,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg']",train,[[-1.1749307 -1.5851327 -1.3147041 -1.5247055]],3,0.0005,6,-1.5247055
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,2,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg']",train tracks,[[-2.1688986  -2.6809368  -0.62108886 -1.2735423 ]],4,0.0005,6,-0.62108886
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,2,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg']",a train that is sitting on the tracks,[[-0.3925321 -1.7706888 -2.4986074 -2.6277587]],10,0.0005,6,-0.3925321
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,2,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000413779.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000412094.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000575428.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000495349.jpg']",a train,[[-1.4956841  -0.63226074 -2.9990716  -1.6363864 ]],4,0.0005,6,-0.63226074
