context_type,i_iter,loss,ds_type,gameid,trial_num,rep_num,target,caption,scores,num_words,learning_rate,num_steps,target_score,cap_score,correct
challenge,7,SCE+SKL+LCE,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,20,5,COCO_val2014_000000479099.jpg,target has a tree in the middle,[-5.7159300e+00 -1.1635585e+01 -3.3969879e-03 -9.3232679e+00],31,0.0005,6,-0.003396988,"tensor([[-3.6117]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,21,5,COCO_val2014_000000338826.jpg,target has a fire hydrant,[-8.5282326e-04 -9.5579929e+00 -7.3012695e+00 -9.1411114e+00],25,0.0005,6,-0.00085282326,"tensor([[-1.3525]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,22,5,COCO_val2014_000000201004.jpg,target has a tower,[-1.5052261 -0.3002758 -8.408529  -3.291545 ],18,0.0005,6,-0.3002758,"tensor([[-9.4625]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,23,5,COCO_val2014_000000436138.jpg,target has a balcony,[ -8.589161   -0.8769579 -10.328983   -0.5383091],20,0.0005,6,-0.5383091,"tensor([[-3.3672]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,0,0,COCO_val2014_000000479099.jpg,the target is the garden with one tree in the middle,[-2.3317108  -2.3292847  -0.38371277 -2.086029  ],52,0.0005,6,-0.38371277,"tensor([[-50.7922]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,1,0,COCO_val2014_000000436138.jpg,The target is the house with a balcony,[-2.4406433  -1.6504765  -2.3106499  -0.47523308],38,0.0005,6,-0.47523308,"tensor([[-28.7298]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,2,0,COCO_val2014_000000201004.jpg,the target is the large building with columns,[-1.6059742 -1.9362335 -2.8576698 -0.5147362],45,0.0005,6,-1.9362335,"tensor([[-27.3851]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,3,0,COCO_val2014_000000338826.jpg,the target is the fire hydrant in front,[-2.7839508  -2.7316933  -2.5495872  -0.22943306],39,0.0005,6,-2.7839508,"tensor([[-21.6797]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,4,1,COCO_val2014_000000436138.jpg,the target is the house with a balcony,[-4.7878246  -1.6985102  -3.9852524  -0.23556328],38,0.0005,6,-0.23556328,"tensor([[-10.3742]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,5,1,COCO_val2014_000000201004.jpg,the target has a tower in it,[-2.773346   -1.5662022  -2.4266872  -0.44569206],28,0.0005,6,-1.5662022,"tensor([[-18.7719]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,6,1,COCO_val2014_000000479099.jpg,the target is a circular garden with a tree in the middle,[-2.2163143  -5.080097   -0.13311195 -4.6665745 ],57,0.0005,6,-0.13311195,"tensor([[-24.4782]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,7,1,COCO_val2014_000000338826.jpg,the target has a fire hydrant,[-0.58080864 -1.5483446  -3.037467   -1.7148085 ],29,0.0005,6,-0.58080864,"tensor([[-13.3844]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,8,2,COCO_val2014_000000479099.jpg,the target has a tree in the middle,[-5.687839   -4.8790984  -0.03889418 -3.6061292 ],35,0.0005,6,-0.038894176,"tensor([[-2.9821]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,9,2,COCO_val2014_000000338826.jpg,the target has a fire hydrant,[-0.02079797 -5.2644815  -7.117237   -4.226722  ],29,0.0005,6,-0.020797968,"tensor([[-1.2076]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,10,2,COCO_val2014_000000201004.jpg,the target has a tower,[-7.1987696  -0.16968608 -9.719377   -1.8626368 ],22,0.0005,6,-0.16968608,"tensor([[-1.7889]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,11,2,COCO_val2014_000000436138.jpg,the target has a balcony,[-4.3573074 -4.4334545 -5.0920486 -0.031317 ],24,0.0005,6,-0.031316996,"tensor([[-3.9662]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,12,3,COCO_val2014_000000338826.jpg,the target has a fire hydrant,[-4.2162389e-03 -8.2535706e+00 -5.6984835e+00 -7.4252319e+00],29,0.0005,6,-0.004216239,"tensor([[-0.1608]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,13,3,COCO_val2014_000000201004.jpg,the target has a tower,[-11.134838    -0.02384625 -10.169947    -3.7502713 ],22,0.0005,6,-0.023846254,"tensor([[-0.0850]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,14,3,COCO_val2014_000000479099.jpg,the target has a tree in the middle,[-1.0907799e+01 -1.6156273e+01 -1.2072206e-02 -4.4244137e+00],35,0.0005,6,-0.012072206,"tensor([[-1.1320]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,15,3,COCO_val2014_000000436138.jpg,the target has a balcony,[-9.6669140e+00 -6.6034737e+00 -9.7427855e+00 -1.4787912e-03],24,0.0005,6,-0.0014787912,"tensor([[-0.5638]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,16,4,COCO_val2014_000000338826.jpg,target has a fire hydrant,[-1.0108948e-03 -9.6518116e+00 -7.2635918e+00 -8.3123379e+00],25,0.0005,6,-0.0010108948,"tensor([[-9.1020]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,17,4,COCO_val2014_000000201004.jpg,target has a tower,[-6.989816   -0.00942457 -8.417351   -4.79899   ],18,0.0005,6,-0.009424567,"tensor([[-1.2095]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,18,4,COCO_val2014_000000479099.jpg,target has a tree in the middle,[-1.0543772e+01 -1.9384762e+01 -3.3974648e-05 -1.1782352e+01],31,0.0005,6,-3.3974648e-05,"tensor([[-0.5035]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,19,4,COCO_val2014_000000436138.jpg,target has a balcony,[-1.0916426e+01 -5.5923653e+00 -1.4917370e+01 -3.7517399e-03],20,0.0005,6,-0.0037517399,"tensor([[-0.1748]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,20,5,COCO_val2014_000000479099.jpg,target has a tree in the middle,[-9.3017502e+00 -1.9859718e+01 -9.1310591e-05 -1.7313452e+01],31,0.0005,6,-9.131059e-05,"tensor([[-0.0423]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,21,5,COCO_val2014_000000338826.jpg,target has a fire hydrant,[-8.1416219e-05 -1.0446573e+01 -1.2335855e+01 -9.9456606e+00],25,0.0005,6,-8.141622e-05,"tensor([[-0.0239]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,22,5,COCO_val2014_000000201004.jpg,target has a tower,[-1.0889067e+01 -8.0148038e-04 -1.5951406e+01 -7.1531887e+00],18,0.0005,6,-0.0008014804,"tensor([[-0.0160]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+LCE,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,23,5,COCO_val2014_000000436138.jpg,target has a balcony,[-1.0761160e+01 -1.0232011e+01 -1.2448534e+01 -6.1150640e-05],20,0.0005,6,-6.115064e-05,"tensor([[-0.0411]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,0,0,COCO_val2014_000000479099.jpg,the target is the garden with one tree in the middle,[-2.3317108  -2.3292847  -0.38371277 -2.086029  ],52,0.0005,6,-0.38371277,"tensor([[-50.7922]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,1,0,COCO_val2014_000000436138.jpg,The target is the house with a balcony,[-2.3450832  -1.607893   -2.5924492  -0.46360016],38,0.0005,6,-0.46360016,"tensor([[-29.4722]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,2,0,COCO_val2014_000000201004.jpg,the target is the large building with columns,[-1.3957367 -1.3138123 -2.9951267 -0.8358021],45,0.0005,6,-1.3138123,"tensor([[-30.3873]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,3,0,COCO_val2014_000000338826.jpg,the target is the fire hydrant in front,[-1.0383148 -1.7233505 -2.4523067 -0.9639416],39,0.0005,6,-1.0383148,"tensor([[-20.8620]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,4,1,COCO_val2014_000000436138.jpg,the target is the house with a balcony,[-1.815486   -0.85911846 -2.9153814  -1.0229788 ],38,0.0005,6,-1.0229788,"tensor([[-14.7640]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,5,1,COCO_val2014_000000201004.jpg,the target has a tower in it,[-0.95309067 -1.0676117  -2.0557594  -1.9475136 ],28,0.0005,6,-1.0676117,"tensor([[-20.8491]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,6,1,COCO_val2014_000000479099.jpg,the target is a circular garden with a tree in the middle,[-3.409504   -5.691141   -0.04192924 -5.375208  ],57,0.0005,6,-0.041929245,"tensor([[-23.9235]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,7,1,COCO_val2014_000000338826.jpg,the target has a fire hydrant,[-0.42797565 -1.4143     -4.245865   -2.399602  ],29,0.0005,6,-0.42797565,"tensor([[-10.0912]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,8,2,COCO_val2014_000000479099.jpg,the target has a tree in the middle,[-6.3858767 -4.6579027 -0.0241313 -4.3684235],35,0.0005,6,-0.024131298,"tensor([[-6.2402]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,9,2,COCO_val2014_000000338826.jpg,the target has a fire hydrant,[-0.25347376 -2.1086473  -4.831043   -2.3589468 ],29,0.0005,6,-0.25347376,"tensor([[-4.3349]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,10,2,COCO_val2014_000000201004.jpg,the target has a tower,[-3.76754    -0.32174778 -5.6793127  -1.391933  ],22,0.0005,6,-0.32174778,"tensor([[-5.0040]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,11,2,COCO_val2014_000000436138.jpg,the target has a balcony,[-1.6657646  -3.3260138  -3.6455696  -0.28913474],24,0.0005,6,-0.28913474,"tensor([[-4.1599]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,12,3,COCO_val2014_000000338826.jpg,the target has a fire hydrant,[-0.0395031 -3.7982092 -4.5949445 -5.080079 ],29,0.0005,6,-0.039503098,"tensor([[-3.0728]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,13,3,COCO_val2014_000000201004.jpg,the target has a tower,[-4.8247743  -0.08588123 -7.4396987  -2.6080117 ],22,0.0005,6,-0.08588123,"tensor([[-4.3812]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,14,3,COCO_val2014_000000479099.jpg,the target has a tree in the middle,[-8.8965797e+00 -9.6981831e+00 -3.5040379e-03 -5.7139521e+00],35,0.0005,6,-0.0035040379,"tensor([[-2.9362]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,15,3,COCO_val2014_000000436138.jpg,the target has a balcony,[-4.605793  -3.6625965 -9.387385  -0.0363977],24,0.0005,6,-0.036397696,"tensor([[-3.4003]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,16,4,COCO_val2014_000000338826.jpg,target has a fire hydrant,[-0.04718971 -3.2052479  -5.989897   -5.7955666 ],25,0.0005,6,-0.047189713,"tensor([[-8.6147]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,17,4,COCO_val2014_000000201004.jpg,target has a tower,[-4.7821207  -0.02206826 -7.3051243  -4.360178  ],18,0.0005,6,-0.022068262,"tensor([[-3.3077]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,18,4,COCO_val2014_000000479099.jpg,target has a tree in the middle,[-6.487307   -7.1623464  -0.01594448 -4.3035855 ],31,0.0005,6,-0.01594448,"tensor([[-6.0189]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,19,4,COCO_val2014_000000436138.jpg,target has a balcony,[-3.998225   -3.6581848  -6.3887653  -0.04689002],20,0.0005,6,-0.04689002,"tensor([[-2.8655]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,20,5,COCO_val2014_000000479099.jpg,target has a tree in the middle,[-7.6849999e+00 -7.5683780e+00 -1.2698174e-03 -8.1359215e+00],31,0.0005,6,-0.0012698174,"tensor([[-3.1377]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,21,5,COCO_val2014_000000338826.jpg,target has a fire hydrant,[-0.00899267 -5.1459513  -7.3425407  -5.9986916 ],25,0.0005,6,-0.008992672,"tensor([[-2.3931]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,22,5,COCO_val2014_000000201004.jpg,target has a tower,[-5.88053   -0.0089469 -7.5780244 -5.184631 ],18,0.0005,6,-0.008946896,"tensor([[-3.1026]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,23,5,COCO_val2014_000000436138.jpg,target has a balcony,[-5.589841   -4.9688406  -6.1725082  -0.01285505],20,0.0005,6,-0.012855053,"tensor([[-2.5818]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,0,0,COCO_val2014_000000479099.jpg,the target is the garden with one tree in the middle,[-2.3317108  -2.3292847  -0.38371277 -2.086029  ],52,0.0005,6,-0.38371277,"tensor([[-50.7922]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,1,0,COCO_val2014_000000436138.jpg,The target is the house with a balcony,[-2.3454018 -1.5334015 -2.8987408 -0.4568138],38,0.0005,6,-0.4568138,"tensor([[-28.0035]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,2,0,COCO_val2014_000000201004.jpg,the target is the large building with columns,[-1.3655224  -1.5401382  -2.0970345  -0.89751625],45,0.0005,6,-1.5401382,"tensor([[-26.8629]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,3,0,COCO_val2014_000000338826.jpg,the target is the fire hydrant in front,[-1.6795578 -2.63128   -1.4495916 -0.6794596],39,0.0005,6,-1.6795578,"tensor([[-15.0564]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,4,1,COCO_val2014_000000436138.jpg,the target is the house with a balcony,[-4.032263   -1.282341   -4.411375   -0.36710072],38,0.0005,6,-0.36710072,"tensor([[-10.0850]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,5,1,COCO_val2014_000000201004.jpg,the target has a tower in it,[-1.4065647  -0.64536095 -3.2026443  -1.6613178 ],28,0.0005,6,-0.64536095,"tensor([[-18.2104]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,6,1,COCO_val2014_000000479099.jpg,the target is a circular garden with a tree in the middle,[-3.781952  -5.9144955 -0.0344429 -4.782015 ],57,0.0005,6,-0.0344429,"tensor([[-20.6732]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,7,1,COCO_val2014_000000338826.jpg,the target has a fire hydrant,[-0.5665684 -1.6644115 -2.9666939 -1.651535 ],29,0.0005,6,-0.5665684,"tensor([[-12.3677]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,8,2,COCO_val2014_000000479099.jpg,the target has a tree in the middle,[-5.3821607  -3.2629614  -0.08348465 -3.290855  ],35,0.0005,6,-0.08348465,"tensor([[-4.0170]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,9,2,COCO_val2014_000000338826.jpg,the target has a fire hydrant,[-0.10804749 -3.2057424  -7.5157104  -2.7912955 ],29,0.0005,6,-0.108047485,"tensor([[-2.5621]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,10,2,COCO_val2014_000000201004.jpg,the target has a tower,[-4.5914407 -0.3992281 -5.2154365 -1.1596627],22,0.0005,6,-0.3992281,"tensor([[-5.2553]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,11,2,COCO_val2014_000000436138.jpg,the target has a balcony,[-1.7404752  -2.3755217  -3.0228295  -0.38135767],24,0.0005,6,-0.38135767,"tensor([[-3.3647]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,12,3,COCO_val2014_000000338826.jpg,the target has a fire hydrant,[-0.0422591 -4.435556  -3.7254395 -5.2162385],29,0.0005,6,-0.042259097,"tensor([[-0.3730]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,13,3,COCO_val2014_000000201004.jpg,the target has a tower,[ -7.656827    -0.03996682 -10.0913515   -3.2528365 ],22,0.0005,6,-0.03996682,"tensor([[-1.7429]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,14,3,COCO_val2014_000000479099.jpg,the target has a tree in the middle,[-1.2363648e+01 -1.4745350e+01 -4.5299530e-04 -7.7101059e+00],35,0.0005,6,-0.0004529953,"tensor([[-1.4864]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,15,3,COCO_val2014_000000436138.jpg,the target has a balcony,[ -6.4764953   -3.7461495  -10.401964    -0.02550042],24,0.0005,6,-0.025500417,"tensor([[-0.7285]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,16,4,COCO_val2014_000000338826.jpg,target has a fire hydrant,[-0.02271557 -4.2074556  -5.6270685  -5.5274916 ],25,0.0005,6,-0.022715569,"tensor([[-10.0175]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,17,4,COCO_val2014_000000201004.jpg,target has a tower,[ -4.890917    -0.05214548 -10.539247    -3.140337  ],18,0.0005,6,-0.05214548,"tensor([[-4.1868]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,18,4,COCO_val2014_000000479099.jpg,target has a tree in the middle,[-9.71455097e+00 -1.53420792e+01 -1.13129616e-04 -9.85668373e+00],31,0.0005,6,-0.000113129616,"tensor([[-1.1867]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,19,4,COCO_val2014_000000436138.jpg,target has a balcony,[-5.8214073 -2.8751428 -8.926984  -0.0613482],20,0.0005,6,-0.0613482,"tensor([[-2.2374]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,20,5,COCO_val2014_000000479099.jpg,target has a tree in the middle,[-5.7858462e+00 -7.5086074e+00 -4.0353090e-03 -7.8041158e+00],31,0.0005,6,-0.004035309,"tensor([[-0.0657]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,21,5,COCO_val2014_000000338826.jpg,target has a fire hydrant,[-0.01054788 -6.025076   -6.2786407  -5.083349  ],25,0.0005,6,-0.010547876,"tensor([[-1.8815]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,22,5,COCO_val2014_000000201004.jpg,target has a tower,[-7.8153338e+00 -1.0579467e-02 -1.3025296e+01 -4.5934396e+00],18,0.0005,6,-0.010579467,"tensor([[-0.2933]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,SCE+SKL+SR,none,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,23,5,COCO_val2014_000000436138.jpg,target has a balcony,[-7.0460873e+00 -6.2045279e+00 -8.6019621e+00 -3.0796528e-03],20,0.0005,6,-0.0030796528,"tensor([[-2.1099]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,fixed,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,0,0,COCO_val2014_000000479099.jpg,the target is the garden with one tree in the middle,[-2.3317108  -2.3292847  -0.38371277 -2.086029  ],52,0.0005,6,-0.38371277,"tensor([[-50.7922]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,fixed,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,1,0,COCO_val2014_000000436138.jpg,The target is the house with a balcony,[-2.2815704  -0.80701065 -3.4572182  -0.86709976],38,0.0005,6,-0.86709976,"tensor([[-39.6064]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,fixed,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,2,0,COCO_val2014_000000201004.jpg,the target is the large building with columns,[-2.0852203  -0.47310638 -4.0732574  -1.4454651 ],45,0.0005,6,-0.47310638,"tensor([[-44.7744]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,7,fixed,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,3,0,COCO_val2014_000000338826.jpg,the target is the fire hydrant in front,[-2.4362984 -1.9329567 -2.6351318 -0.3622818],39,0.0005,6,-2.4362984,"tensor([[-40.9442]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,7,fixed,NP,9187-6022f365-1c1a-435f-b3f3-142cc8a70b0b,4,1,COCO_val2014_000000436138.jpg,the target is the house with a balcony,[-2.2815704  -0.80701065 -3.4572182  -0.86709976],38,0.0005,6,-0.86709976,"tensor([[-39.6064]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
